Cluster,Activity_Rank,Risk_Level,Pixel_Count,Percentage,Mean_Hotspot_Frequency,Median_Hotspot_Frequency,Std_Hotspot_Frequency,Min_Hotspot_Frequency,Max_Hotspot_Frequency,Mean_FRP_Max,Median_FRP_Max,Std_FRP_Max,Min_FRP_Max,Max_FRP_Max,Ranking_Basis,Interpretation_Short,Interpretation
201,188.0,Moderate,27,0.13402164201330288,1.0,1.0,0.0,1,1,6.4,6.4,0.0,6.4,6.4,"Ranked by Hotspot Frequency (1.00), FRP (6.40), Pixel Count (27, 0.13% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #188. Hotspot occurrence (1.00) and fire radiative power (6.40) indicate moderate wildfire activity. The cluster contains 27 pixels (0.13% of observations). Routine monitoring should be maintained.
204,189.0,Moderate,41,0.2035143452794599,1.0,1.0,0.0,1,1,6.37,6.37,0.008366600265340314,6.36,6.38,"Ranked by Hotspot Frequency (1.00), FRP (6.37), Pixel Count (41, 0.20% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #189. Hotspot occurrence (1.00) and fire radiative power (6.37) indicate moderate wildfire activity. The cluster contains 41 pixels (0.20% of observations). Routine monitoring should be maintained.
231,190.0,Moderate,30,0.14891293557033655,1.0,1.0,0.0,1,1,6.34,6.34,0.0,6.34,6.34,"Ranked by Hotspot Frequency (1.00), FRP (6.34), Pixel Count (30, 0.15% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #190. Hotspot occurrence (1.00) and fire radiative power (6.34) indicate moderate wildfire activity. The cluster contains 30 pixels (0.15% of observations). Routine monitoring should be maintained.
230,191.0,Moderate,34,0.16876799364638143,1.0,1.0,0.0,1,1,6.33,6.33,0.0,6.33,6.33,"Ranked by Hotspot Frequency (1.00), FRP (6.33), Pixel Count (34, 0.17% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #191. Hotspot occurrence (1.00) and fire radiative power (6.33) indicate moderate wildfire activity. The cluster contains 34 pixels (0.17% of observations). Routine monitoring should be maintained.
187,192.0,Moderate,46,0.22833316787451602,1.0,1.0,0.0,1,1,6.305434782608696,6.31,0.00503610155185365,6.3,6.31,"Ranked by Hotspot Frequency (1.00), FRP (6.31), Pixel Count (46, 0.23% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #192. Hotspot occurrence (1.00) and fire radiative power (6.31) indicate moderate wildfire activity. The cluster contains 46 pixels (0.23% of observations). Routine monitoring should be maintained.
188,193.0,Moderate,52,0.2581157549885833,1.0,1.0,0.0,1,1,6.283269230769231,6.28,0.004736654667156793,6.28,6.29,"Ranked by Hotspot Frequency (1.00), FRP (6.28), Pixel Count (52, 0.26% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #193. Hotspot occurrence (1.00) and fire radiative power (6.28) indicate moderate wildfire activity. The cluster contains 52 pixels (0.26% of observations). Routine monitoring should be maintained.
232,194.0,Moderate,31,0.15387670008934776,1.0,1.0,0.0,1,1,6.261290322580645,6.26,0.003407771005482421,6.26,6.27,"Ranked by Hotspot Frequency (1.00), FRP (6.26), Pixel Count (31, 0.15% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #194. Hotspot occurrence (1.00) and fire radiative power (6.26) indicate moderate wildfire activity. The cluster contains 31 pixels (0.15% of observations). Routine monitoring should be maintained.
233,195.0,Moderate,45,0.22336940335550481,1.0,1.0,0.0,1,1,6.237555555555556,6.24,0.006794234037889469,6.23,6.25,"Ranked by Hotspot Frequency (1.00), FRP (6.24), Pixel Count (45, 0.22% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #195. Hotspot occurrence (1.00) and fire radiative power (6.24) indicate moderate wildfire activity. The cluster contains 45 pixels (0.22% of observations). Routine monitoring should be maintained.
165,196.0,Moderate,45,0.22336940335550481,1.0,1.0,0.0,1,1,6.151111111111112,6.15,0.003178208630818701,6.15,6.16,"Ranked by Hotspot Frequency (1.00), FRP (6.15), Pixel Count (45, 0.22% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #196. Hotspot occurrence (1.00) and fire radiative power (6.15) indicate moderate wildfire activity. The cluster contains 45 pixels (0.22% of observations). Routine monitoring should be maintained.
166,197.0,Moderate,39,0.1935868162414375,1.0,1.0,0.0,1,1,6.138974358974359,6.14,0.0030735474060475747,6.13,6.14,"Ranked by Hotspot Frequency (1.00), FRP (6.14), Pixel Count (39, 0.19% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #197. Hotspot occurrence (1.00) and fire radiative power (6.14) indicate moderate wildfire activity. The cluster contains 39 pixels (0.19% of observations). Routine monitoring should be maintained.
163,198.0,Moderate,38,0.18862305172242627,1.0,1.0,0.0,1,1,6.097368421052631,6.1,0.011551110985836444,6.08,6.11,"Ranked by Hotspot Frequency (1.00), FRP (6.10), Pixel Count (38, 0.19% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #198. Hotspot occurrence (1.00) and fire radiative power (6.10) indicate moderate wildfire activity. The cluster contains 38 pixels (0.19% of observations). Routine monitoring should be maintained.
198,199.0,Moderate,35,0.17373175816539263,1.0,1.0,0.0,1,1,6.05,6.05,0.0,6.05,6.05,"Ranked by Hotspot Frequency (1.00), FRP (6.05), Pixel Count (35, 0.17% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #199. Hotspot occurrence (1.00) and fire radiative power (6.05) indicate moderate wildfire activity. The cluster contains 35 pixels (0.17% of observations). Routine monitoring should be maintained.
199,200.0,Moderate,42,0.20847810979847115,1.0,1.0,0.0,1,1,6.04,6.04,0.0,6.04,6.04,"Ranked by Hotspot Frequency (1.00), FRP (6.04), Pixel Count (42, 0.21% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #200. Hotspot occurrence (1.00) and fire radiative power (6.04) indicate moderate wildfire activity. The cluster contains 42 pixels (0.21% of observations). Routine monitoring should be maintained.
186,201.0,Moderate,44,0.21840563883649358,1.0,1.0,0.0,1,1,6.03,6.03,0.0,6.03,6.03,"Ranked by Hotspot Frequency (1.00), FRP (6.03), Pixel Count (44, 0.22% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #201. Hotspot occurrence (1.00) and fire radiative power (6.03) indicate moderate wildfire activity. The cluster contains 44 pixels (0.22% of observations). Routine monitoring should be maintained.
184,202.0,Moderate,43,0.21344187431748238,1.0,1.0,0.0,1,1,6.009302325581395,6.01,0.005068741196791205,6.0,6.02,"Ranked by Hotspot Frequency (1.00), FRP (6.01), Pixel Count (43, 0.21% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #202. Hotspot occurrence (1.00) and fire radiative power (6.01) indicate moderate wildfire activity. The cluster contains 43 pixels (0.21% of observations). Routine monitoring should be maintained.
185,203.0,Moderate,47,0.23329693239352725,1.0,1.0,0.0,1,1,5.983404255319149,5.98,0.004789751624984835,5.98,5.99,"Ranked by Hotspot Frequency (1.00), FRP (5.98), Pixel Count (47, 0.23% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #203. Hotspot occurrence (1.00) and fire radiative power (5.98) indicate moderate wildfire activity. The cluster contains 47 pixels (0.23% of observations). Routine monitoring should be maintained.
215,204.0,Moderate,70,0.34746351633078526,1.0,1.0,0.0,1,1,5.956142857142857,5.96,0.01207378969153968,5.93,5.97,"Ranked by Hotspot Frequency (1.00), FRP (5.96), Pixel Count (70, 0.35% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #204. Hotspot occurrence (1.00) and fire radiative power (5.96) indicate moderate wildfire activity. The cluster contains 70 pixels (0.35% of observations). Routine monitoring should be maintained.
214,205.0,Moderate,44,0.21840563883649358,1.0,1.0,0.0,1,1,5.910454545454545,5.91,0.007456710869940099,5.9,5.92,"Ranked by Hotspot Frequency (1.00), FRP (5.91), Pixel Count (44, 0.22% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #205. Hotspot occurrence (1.00) and fire radiative power (5.91) indicate moderate wildfire activity. The cluster contains 44 pixels (0.22% of observations). Routine monitoring should be maintained.
162,206.0,Moderate,74,0.36731857440683013,1.0,1.0,0.0,1,1,5.83054054054054,5.83,0.013333641857469722,5.81,5.85,"Ranked by Hotspot Frequency (1.00), FRP (5.83), Pixel Count (74, 0.37% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #206. Hotspot occurrence (1.00) and fire radiative power (5.83) indicate moderate wildfire activity. The cluster contains 74 pixels (0.37% of observations). Routine monitoring should be maintained.
161,207.0,Moderate,82,0.4070286905589198,1.0,1.0,0.0,1,1,5.785121951219512,5.78,0.007411019895993935,5.78,5.8,"Ranked by Hotspot Frequency (1.00), FRP (5.79), Pixel Count (82, 0.41% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #207. Hotspot occurrence (1.00) and fire radiative power (5.79) indicate moderate wildfire activity. The cluster contains 82 pixels (0.41% of observations). Routine monitoring should be maintained.
151,208.0,Moderate,95,0.4715576293060657,1.0,1.0,0.0,1,1,5.71821052631579,5.72,0.018506982429780827,5.69,5.76,"Ranked by Hotspot Frequency (1.00), FRP (5.72), Pixel Count (95, 0.47% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #208. Hotspot occurrence (1.00) and fire radiative power (5.72) indicate moderate wildfire activity. The cluster contains 95 pixels (0.47% of observations). Routine monitoring should be maintained.
213,209.0,Moderate,44,0.21840563883649358,1.0,1.0,0.0,1,1,5.658863636363637,5.66,0.00813145173997639,5.65,5.67,"Ranked by Hotspot Frequency (1.00), FRP (5.66), Pixel Count (44, 0.22% of dataset).",Moderate Wildfire Activity,Moderate wildfire activity. This cluster ranks #209. Hotspot occurrence (1.00) and fire radiative power (5.66) indicate moderate wildfire activity. The cluster contains 44 pixels (0.22% of observations). Routine monitoring should be maintained.
226,210.0,Low,65,0.3226446937357292,1.0,1.0,0.0,1,1,5.638615384615385,5.64,0.0034807161066915545,5.63,5.64,"Ranked by Hotspot Frequency (1.00), FRP (5.64), Pixel Count (65, 0.32% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #210. Both hotspot frequency (1.00) and fire radiative power (5.64) are relatively low. The cluster represents 65 pixels (0.32% of observations). Periodic observation is considered sufficient.
227,211.0,Low,38,0.18862305172242627,1.0,1.0,0.0,1,1,5.6118421052631575,5.61,0.003928594520631766,5.61,5.62,"Ranked by Hotspot Frequency (1.00), FRP (5.61), Pixel Count (38, 0.19% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #211. Both hotspot frequency (1.00) and fire radiative power (5.61) are relatively low. The cluster represents 38 pixels (0.19% of observations). Periodic observation is considered sufficient.
224,212.0,Low,43,0.21344187431748238,1.0,1.0,0.0,1,1,5.592790697674418,5.59,0.007661151658840355,5.58,5.6,"Ranked by Hotspot Frequency (1.00), FRP (5.59), Pixel Count (43, 0.21% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #212. Both hotspot frequency (1.00) and fire radiative power (5.59) are relatively low. The cluster represents 43 pixels (0.21% of observations). Periodic observation is considered sufficient.
180,213.0,Low,77,0.3822098679638638,1.0,1.0,0.0,1,1,5.542207792207792,5.54,0.005763628385555462,5.53,5.55,"Ranked by Hotspot Frequency (1.00), FRP (5.54), Pixel Count (77, 0.38% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #213. Both hotspot frequency (1.00) and fire radiative power (5.54) are relatively low. The cluster represents 77 pixels (0.38% of observations). Periodic observation is considered sufficient.
181,214.0,Low,50,0.24818822595056092,1.0,1.0,0.0,1,1,5.5098,5.51,0.006223720260225689,5.5,5.52,"Ranked by Hotspot Frequency (1.00), FRP (5.51), Pixel Count (50, 0.25% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #214. Both hotspot frequency (1.00) and fire radiative power (5.51) are relatively low. The cluster represents 50 pixels (0.25% of observations). Periodic observation is considered sufficient.
239,215.0,Low,34,0.16876799364638143,1.0,1.0,0.0,1,1,5.42,5.42,0.0,5.42,5.42,"Ranked by Hotspot Frequency (1.00), FRP (5.42), Pixel Count (34, 0.17% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #215. Both hotspot frequency (1.00) and fire radiative power (5.42) are relatively low. The cluster represents 34 pixels (0.17% of observations). Periodic observation is considered sufficient.
238,216.0,Low,53,0.26307951950759456,1.0,1.0,0.0,1,1,5.41,5.41,0.0,5.41,5.41,"Ranked by Hotspot Frequency (1.00), FRP (5.41), Pixel Count (53, 0.26% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #216. Both hotspot frequency (1.00) and fire radiative power (5.41) are relatively low. The cluster represents 53 pixels (0.26% of observations). Periodic observation is considered sufficient.
193,217.0,Low,60,0.2978258711406731,1.0,1.0,0.0,1,1,5.382666666666666,5.38,0.0044594849085645965,5.38,5.39,"Ranked by Hotspot Frequency (1.00), FRP (5.38), Pixel Count (60, 0.30% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #217. Both hotspot frequency (1.00) and fire radiative power (5.38) are relatively low. The cluster represents 60 pixels (0.30% of observations). Periodic observation is considered sufficient.
192,218.0,Low,38,0.18862305172242627,1.0,1.0,0.0,1,1,5.36421052631579,5.36,0.005003554924018407,5.36,5.37,"Ranked by Hotspot Frequency (1.00), FRP (5.36), Pixel Count (38, 0.19% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #218. Both hotspot frequency (1.00) and fire radiative power (5.36) are relatively low. The cluster represents 38 pixels (0.19% of observations). Periodic observation is considered sufficient.
183,219.0,Low,28,0.13898540653231412,1.0,1.0,0.0,1,1,5.35,5.35,0.0,5.35,5.35,"Ranked by Hotspot Frequency (1.00), FRP (5.35), Pixel Count (28, 0.14% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #219. Both hotspot frequency (1.00) and fire radiative power (5.35) are relatively low. The cluster represents 28 pixels (0.14% of observations). Periodic observation is considered sufficient.
182,220.0,Low,52,0.2581157549885833,1.0,1.0,0.0,1,1,5.34,5.34,0.0,5.34,5.34,"Ranked by Hotspot Frequency (1.00), FRP (5.34), Pixel Count (52, 0.26% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #220. Both hotspot frequency (1.00) and fire radiative power (5.34) are relatively low. The cluster represents 52 pixels (0.26% of observations). Periodic observation is considered sufficient.
160,221.0,Low,65,0.3226446937357292,1.0,1.0,0.0,1,1,5.291846153846154,5.29,0.01157749806903238,5.28,5.31,"Ranked by Hotspot Frequency (1.00), FRP (5.29), Pixel Count (65, 0.32% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #221. Both hotspot frequency (1.00) and fire radiative power (5.29) are relatively low. The cluster represents 65 pixels (0.32% of observations). Periodic observation is considered sufficient.
158,222.0,Low,111,0.5509778616102452,1.0,1.0,0.0,1,1,5.193963963963964,5.19,0.02601675261963775,5.16,5.24,"Ranked by Hotspot Frequency (1.00), FRP (5.19), Pixel Count (111, 0.55% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #222. Both hotspot frequency (1.00) and fire radiative power (5.19) are relatively low. The cluster represents 111 pixels (0.55% of observations). Periodic observation is considered sufficient.
253,223.0,Low,38,0.18862305172242627,1.0,1.0,0.0,1,1,5.118157894736842,5.12,0.005122954783945629,5.11,5.13,"Ranked by Hotspot Frequency (1.00), FRP (5.12), Pixel Count (38, 0.19% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #223. Both hotspot frequency (1.00) and fire radiative power (5.12) are relatively low. The cluster represents 38 pixels (0.19% of observations). Periodic observation is considered sufficient.
255,224.0,Low,28,0.13898540653231412,1.0,1.0,0.0,1,1,5.1,5.1,0.0,5.1,5.1,"Ranked by Hotspot Frequency (1.00), FRP (5.10), Pixel Count (28, 0.14% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #224. Both hotspot frequency (1.00) and fire radiative power (5.10) are relatively low. The cluster represents 28 pixels (0.14% of observations). Periodic observation is considered sufficient.
256,225.0,Low,47,0.23329693239352725,1.0,1.0,0.0,1,1,5.083191489361702,5.08,0.006949001485582165,5.07,5.09,"Ranked by Hotspot Frequency (1.00), FRP (5.08), Pixel Count (47, 0.23% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #225. Both hotspot frequency (1.00) and fire radiative power (5.08) are relatively low. The cluster represents 47 pixels (0.23% of observations). Periodic observation is considered sufficient.
223,226.0,Low,36,0.17869552268440386,1.0,1.0,0.0,1,1,5.039166666666667,5.04,0.008062257748298237,5.03,5.05,"Ranked by Hotspot Frequency (1.00), FRP (5.04), Pixel Count (36, 0.18% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #226. Both hotspot frequency (1.00) and fire radiative power (5.04) are relatively low. The cluster represents 36 pixels (0.18% of observations). Periodic observation is considered sufficient.
234,227.0,Low,27,0.13402164201330288,1.0,1.0,0.0,1,1,5.0162962962962965,5.02,0.00564879030490912,5.0,5.02,"Ranked by Hotspot Frequency (1.00), FRP (5.02), Pixel Count (27, 0.13% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #227. Both hotspot frequency (1.00) and fire radiative power (5.02) are relatively low. The cluster represents 27 pixels (0.13% of observations). Periodic observation is considered sufficient.
235,228.0,Low,54,0.26804328402660577,1.0,1.0,0.0,1,1,4.982592592592592,4.98,0.004423430404999222,4.98,4.99,"Ranked by Hotspot Frequency (1.00), FRP (4.98), Pixel Count (54, 0.27% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #228. Both hotspot frequency (1.00) and fire radiative power (4.98) are relatively low. The cluster represents 54 pixels (0.27% of observations). Periodic observation is considered sufficient.
243,229.0,Low,33,0.1638042291273702,1.0,1.0,0.0,1,1,4.96,4.96,0.006123724356957889,4.95,4.97,"Ranked by Hotspot Frequency (1.00), FRP (4.96), Pixel Count (33, 0.16% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #229. Both hotspot frequency (1.00) and fire radiative power (4.96) are relatively low. The cluster represents 33 pixels (0.16% of observations). Periodic observation is considered sufficient.
242,230.0,Low,48,0.23826069691253848,1.0,1.0,0.0,1,1,4.94,4.94,0.0,4.94,4.94,"Ranked by Hotspot Frequency (1.00), FRP (4.94), Pixel Count (48, 0.24% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #230. Both hotspot frequency (1.00) and fire radiative power (4.94) are relatively low. The cluster represents 48 pixels (0.24% of observations). Periodic observation is considered sufficient.
236,231.0,Low,75,0.37228233892584134,1.0,1.0,0.0,1,1,4.906266666666667,4.9,0.008506489308778214,4.9,4.92,"Ranked by Hotspot Frequency (1.00), FRP (4.91), Pixel Count (75, 0.37% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #231. Both hotspot frequency (1.00) and fire radiative power (4.91) are relatively low. The cluster represents 75 pixels (0.37% of observations). Periodic observation is considered sufficient.
244,232.0,Low,29,0.14394917105132532,1.0,1.0,0.0,1,1,4.880000000000001,4.88,0.0,4.88,4.88,"Ranked by Hotspot Frequency (1.00), FRP (4.88), Pixel Count (29, 0.14% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #232. Both hotspot frequency (1.00) and fire radiative power (4.88) are relatively low. The cluster represents 29 pixels (0.14% of observations). Periodic observation is considered sufficient.
245,233.0,Low,30,0.14891293557033655,1.0,1.0,0.0,1,1,4.866666666666666,4.87,0.004794633014853688,4.86,4.87,"Ranked by Hotspot Frequency (1.00), FRP (4.87), Pixel Count (30, 0.15% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #233. Both hotspot frequency (1.00) and fire radiative power (4.87) are relatively low. The cluster represents 30 pixels (0.15% of observations). Periodic observation is considered sufficient.
209,234.0,Low,74,0.36731857440683013,1.0,1.0,0.0,1,1,4.842027027027027,4.85,0.010065501876541955,4.82,4.85,"Ranked by Hotspot Frequency (1.00), FRP (4.84), Pixel Count (74, 0.37% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #234. Both hotspot frequency (1.00) and fire radiative power (4.84) are relatively low. The cluster represents 74 pixels (0.37% of observations). Periodic observation is considered sufficient.
222,235.0,Low,34,0.16876799364638143,1.0,1.0,0.0,1,1,4.804705882352941,4.8,0.0050664039710489476,4.8,4.81,"Ranked by Hotspot Frequency (1.00), FRP (4.80), Pixel Count (34, 0.17% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #235. Both hotspot frequency (1.00) and fire radiative power (4.80) are relatively low. The cluster represents 34 pixels (0.17% of observations). Periodic observation is considered sufficient.
221,236.0,Low,38,0.18862305172242627,1.0,1.0,0.0,1,1,4.787894736842105,4.79,0.004131549501122523,4.78,4.79,"Ranked by Hotspot Frequency (1.00), FRP (4.79), Pixel Count (38, 0.19% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #236. Both hotspot frequency (1.00) and fire radiative power (4.79) are relatively low. The cluster represents 38 pixels (0.19% of observations). Periodic observation is considered sufficient.
219,237.0,Low,51,0.25315199046957215,1.0,1.0,0.0,1,1,4.77,4.77,0.0,4.77,4.77,"Ranked by Hotspot Frequency (1.00), FRP (4.77), Pixel Count (51, 0.25% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #237. Both hotspot frequency (1.00) and fire radiative power (4.77) are relatively low. The cluster represents 51 pixels (0.25% of observations). Periodic observation is considered sufficient.
220,238.0,Low,51,0.25315199046957215,1.0,1.0,0.0,1,1,4.7519607843137255,4.75,0.007216538739073381,4.74,4.76,"Ranked by Hotspot Frequency (1.00), FRP (4.75), Pixel Count (51, 0.25% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #238. Both hotspot frequency (1.00) and fire radiative power (4.75) are relatively low. The cluster represents 51 pixels (0.25% of observations). Periodic observation is considered sufficient.
266,239.0,Low,71,0.35242728084979646,1.0,1.0,0.0,1,1,4.650845070422536,4.65,0.004998993862552152,4.64,4.66,"Ranked by Hotspot Frequency (1.00), FRP (4.65), Pixel Count (71, 0.35% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #239. Both hotspot frequency (1.00) and fire radiative power (4.65) are relatively low. The cluster represents 71 pixels (0.35% of observations). Periodic observation is considered sufficient.
267,240.0,Low,50,0.24818822595056092,1.0,1.0,0.0,1,1,4.6158,4.62,0.011082252773267938,4.6,4.63,"Ranked by Hotspot Frequency (1.00), FRP (4.62), Pixel Count (50, 0.25% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #240. Both hotspot frequency (1.00) and fire radiative power (4.62) are relatively low. The cluster represents 50 pixels (0.25% of observations). Periodic observation is considered sufficient.
265,241.0,Low,51,0.25315199046957215,1.0,1.0,0.0,1,1,4.571764705882353,4.57,0.0038501336875181717,4.57,4.58,"Ranked by Hotspot Frequency (1.00), FRP (4.57), Pixel Count (51, 0.25% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #241. Both hotspot frequency (1.00) and fire radiative power (4.57) are relatively low. The cluster represents 51 pixels (0.25% of observations). Periodic observation is considered sufficient.
268,242.0,Low,80,0.39710116152089747,1.0,1.0,0.0,1,1,4.54575,4.545,0.010283943488316233,4.53,4.56,"Ranked by Hotspot Frequency (1.00), FRP (4.55), Pixel Count (80, 0.40% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #242. Both hotspot frequency (1.00) and fire radiative power (4.55) are relatively low. The cluster represents 80 pixels (0.40% of observations). Periodic observation is considered sufficient.
271,243.0,Low,35,0.17373175816539263,1.0,1.0,0.0,1,1,4.52,4.52,0.0,4.52,4.52,"Ranked by Hotspot Frequency (1.00), FRP (4.52), Pixel Count (35, 0.17% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #243. Both hotspot frequency (1.00) and fire radiative power (4.52) are relatively low. The cluster represents 35 pixels (0.17% of observations). Periodic observation is considered sufficient.
274,244.0,Low,70,0.34746351633078526,1.0,1.0,0.0,1,1,4.503,4.5,0.004615663313770466,4.5,4.51,"Ranked by Hotspot Frequency (1.00), FRP (4.50), Pixel Count (70, 0.35% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #244. Both hotspot frequency (1.00) and fire radiative power (4.50) are relatively low. The cluster represents 70 pixels (0.35% of observations). Periodic observation is considered sufficient.
275,245.0,Low,29,0.14394917105132532,1.0,1.0,0.0,1,1,4.48448275862069,4.48,0.005061201788784711,4.48,4.49,"Ranked by Hotspot Frequency (1.00), FRP (4.48), Pixel Count (29, 0.14% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #245. Both hotspot frequency (1.00) and fire radiative power (4.48) are relatively low. The cluster represents 29 pixels (0.14% of observations). Periodic observation is considered sufficient.
263,246.0,Low,56,0.27797081306462823,1.0,1.0,0.0,1,1,4.449821428571428,4.45,0.009627814144176145,4.44,4.47,"Ranked by Hotspot Frequency (1.00), FRP (4.45), Pixel Count (56, 0.28% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #246. Both hotspot frequency (1.00) and fire radiative power (4.45) are relatively low. The cluster represents 56 pixels (0.28% of observations). Periodic observation is considered sufficient.
279,247.0,Low,59,0.2928621066216619,1.0,1.0,0.0,1,1,4.4091525423728815,4.41,0.008766734852647026,4.4,4.42,"Ranked by Hotspot Frequency (1.00), FRP (4.41), Pixel Count (59, 0.29% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #247. Both hotspot frequency (1.00) and fire radiative power (4.41) are relatively low. The cluster represents 59 pixels (0.29% of observations). Periodic observation is considered sufficient.
280,248.0,Low,44,0.21840563883649358,1.0,1.0,0.0,1,1,4.378181818181818,4.38,0.005401432743921004,4.37,4.39,"Ranked by Hotspot Frequency (1.00), FRP (4.38), Pixel Count (44, 0.22% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #248. Both hotspot frequency (1.00) and fire radiative power (4.38) are relatively low. The cluster represents 44 pixels (0.22% of observations). Periodic observation is considered sufficient.
272,249.0,Low,52,0.2581157549885833,1.0,1.0,0.0,1,1,4.341346153846154,4.34,0.006868183580930129,4.33,4.35,"Ranked by Hotspot Frequency (1.00), FRP (4.34), Pixel Count (52, 0.26% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #249. Both hotspot frequency (1.00) and fire radiative power (4.34) are relatively low. The cluster represents 52 pixels (0.26% of observations). Periodic observation is considered sufficient.
290,250.0,Low,38,0.18862305172242627,1.0,1.0,0.0,1,1,4.31,4.31,0.0,4.31,4.31,"Ranked by Hotspot Frequency (1.00), FRP (4.31), Pixel Count (38, 0.19% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #250. Both hotspot frequency (1.00) and fire radiative power (4.31) are relatively low. The cluster represents 38 pixels (0.19% of observations). Periodic observation is considered sufficient.
291,251.0,Low,27,0.13402164201330288,1.0,1.0,0.0,1,1,4.293333333333333,4.29,0.004803844614152962,4.29,4.3,"Ranked by Hotspot Frequency (1.00), FRP (4.29), Pixel Count (27, 0.13% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #251. Both hotspot frequency (1.00) and fire radiative power (4.29) are relatively low. The cluster represents 27 pixels (0.13% of observations). Periodic observation is considered sufficient.
